region,actor_id,emissions_per_activity,reference,year,gpc_reference_number,methodology_name,units,metadata,gas,datasource_id,methodology_id,id
Antigua and Barbuda,AG,9.945604395604397e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,778f4ddc-7865-4b03-ac36-d041b9acced5
Antigua and Barbuda,AG,0.434048,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,ce67ac29-8248-4707-b7d0-2da275f68fbb
Antigua and Barbuda,AG,0.002731006711409395,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,1b0688b5-8eb0-41cf-8564-27e6344e1ae2
Antigua and Barbuda,AG,9.936996336996337e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,d001b5ad-df65-4d02-bba4-8f4f82e80a85
Albania,AL,0.080352,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,18dbc329-f902-43c5-937a-acc3d31f7a51
Albania,AL,0.0005055704697986577,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,3f31d190-daee-44e5-b19e-d4b088f4850b
Albania,AL,1.8395604395604398e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,17c9ecfb-4084-493b-b7e2-ccc6d062b1df
Albania,AL,0.108512,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,184e7202-b880-3d31-91c3-cbc7986b052e,9b9b32eb-940e-34d4-894e-6cc1533a128d,7efe233a-bb23-4307-aaa5-aca7cace3e16
Albania,AL,0.0006827516778523488,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,184e7202-b880-3d31-91c3-cbc7986b052e,9b9b32eb-940e-34d4-894e-6cc1533a128d,ccecefe2-b878-494e-abc6-b9a3cd1bb4e3
Albania,AL,2.4842490842490842e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,184e7202-b880-3d31-91c3-cbc7986b052e,9b9b32eb-940e-34d4-894e-6cc1533a128d,a51ddc34-aea7-4069-ad7a-8f673381730f
Albania,AL,0.06952000000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,2da65948-3843-4656-b942-f0e796c6a900
Albania,AL,0.0004374161073825503,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,a7b3fb89-a6af-490d-a5ff-d4c3ba5986a6
Albania,AL,1.591575091575092e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,aa28599c-2bc4-4c0d-a13e-a6ab8458fff8
Albania,AL,0.06558400000000002,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,ff9ce19a-ffe9-4628-9c63-ff68e0ebe47d
Albania,AL,0.0004126510067114094,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,6fdc6446-5d84-42c7-895b-e8b116dfb104
Albania,AL,1.5014652014652019e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,6b2a58b8-bd6c-457e-9e8f-67ca34ca6580
Armenia,AM,0.127576,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,42598711-8043-43d8-bdea-ce237c7884a1
Armenia,AM,0.0008027013422818792,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,d041bb58-6508-4814-979d-38c043bb970b
Armenia,AM,2.9206959706959706e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,8fbb39b4-cf43-4441-8f90-5e35359f237c
Armenia,AM,0.127472,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,2de011ab-7b46-33bc-9888-b5d9fdfa8ba0,9b9b32eb-940e-34d4-894e-6cc1533a128d,2cd8ba3f-c706-4955-bb87-614fcb046533
Armenia,AM,0.0008020469798657719,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,2de011ab-7b46-33bc-9888-b5d9fdfa8ba0,9b9b32eb-940e-34d4-894e-6cc1533a128d,f78786bf-9fda-4cd1-9082-3a39ae41456d
Armenia,AM,2.9183150183150182e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,2de011ab-7b46-33bc-9888-b5d9fdfa8ba0,9b9b32eb-940e-34d4-894e-6cc1533a128d,d668bdf2-ab83-4741-9fe0-99ce75ca0759
Armenia,AM,0.128976,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,8c38d767-b27f-469c-8887-f3bff53e4df8
Armenia,AM,0.0008115100671140939,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,957c3c72-1094-4a2d-aa9c-ffd8d6142df0
Armenia,AM,2.952747252747253e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,6a5ad31d-63bb-42a6-bbe8-05059d8c60a0
Armenia,AM,0.12151200000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,c89e1f38-1260-43cb-8ae3-157f366c8088
Armenia,AM,0.0007645469798657717,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,327970b6-036a-4e6d-9746-0d552e648138
Armenia,AM,2.781868131868132e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,a7350de0-c5de-30a3-96cd-48d965b6174f,9b9b32eb-940e-34d4-894e-6cc1533a128d,d0d4cbc0-b6a1-45ba-8ef3-e58961d9a423
Angola,AO,0.085096,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,07a9ec71-4869-41f5-9d49-0f122040d59c
Angola,AO,0.0005354194630872483,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,a78fa1b4-e2fb-4a22-ac75-1c6c80a85177
Angola,AO,1.9481684981684982e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,f62a9b9f-d227-4d2b-af4c-380b4151b589
Angola,AO,0.08263200000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,d8b2777e-2703-318e-b45c-4ad879b6c304,9b9b32eb-940e-34d4-894e-6cc1533a128d,7616c660-8375-4112-b6b4-adbf71584913
Angola,AO,0.0005199161073825504,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,d8b2777e-2703-318e-b45c-4ad879b6c304,9b9b32eb-940e-34d4-894e-6cc1533a128d,249d6b34-007e-4bed-b651-451d25e7ec39
Angola,AO,1.891758241758242e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,d8b2777e-2703-318e-b45c-4ad879b6c304,9b9b32eb-940e-34d4-894e-6cc1533a128d,b173fc9c-248d-48f1-99cf-57358ddb3eb6
Angola,AO,0.08524000000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,a82a6f9a-0a90-4998-9bb9-f487d91a3b56
Angola,AO,0.0005363255033557047,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,8ad930fe-06a6-4dff-a5f6-fb0c713ad763
Angola,AO,1.9514652014652017e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,c8c5c18e-187e-4799-8a8d-a69de7335f6e
Angola,AO,0.08524000000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,653d60d1-0e59-4e60-b7a5-94f9ef8897c4
Angola,AO,0.0005363255033557047,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,b0983c85-7ee7-46ef-bb8a-0345227fd431
Angola,AO,1.9514652014652017e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,9b9b32eb-940e-34d4-894e-6cc1533a128d,7fdd31ce-ed0f-4fea-9f0d-e7c0e3d60f20
Argentina,AR,0.208264,ESTIMATED_TIME_SLICER_AVERAGE,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,e24fa88e-db6b-333c-87d4-65c6d0ee532f,9b9b32eb-940e-34d4-894e-6cc1533a128d,4dc5af0a-54d7-4f98-a7dd-6bbfdcc77469
Argentina,AR,0.0013103859060402685,ESTIMATED_TIME_SLICER_AVERAGE,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,e24fa88e-db6b-333c-87d4-65c6d0ee532f,9b9b32eb-940e-34d4-894e-6cc1533a128d,86e84772-6924-4e6f-a858-93c52eefbf84
Argentina,AR,4.7679487179487184e-05,ESTIMATED_TIME_SLICER_AVERAGE,2021,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,e24fa88e-db6b-333c-87d4-65c6d0ee532f,9b9b32eb-940e-34d4-894e-6cc1533a128d,43e35a43-f62b-4bac-81bd-055e5943a596
Argentina,AR,0.25986400000000004,,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,dc1f1507-8c8a-365e-a0b9-a4a05bf8b579,9b9b32eb-940e-34d4-894e-6cc1533a128d,a997d061-03af-4551-ad5e-446488cdaee0
Argentina,AR,0.0016350503355704697,,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,dc1f1507-8c8a-365e-a0b9-a4a05bf8b579,9b9b32eb-940e-34d4-894e-6cc1533a128d,a74d7af0-1332-4ba4-bf98-02d15043d5f6
Argentina,AR,5.9492673992674e-05,,2022,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,dc1f1507-8c8a-365e-a0b9-a4a05bf8b579,9b9b32eb-940e-34d4-894e-6cc1533a128d,62bcfe88-65c8-4825-a00d-0a9d5d04539f
Argentina,AR,0.23420800000000003,,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,73c3661c-59ca-38dd-b217-7760b7da9ac8,9b9b32eb-940e-34d4-894e-6cc1533a128d,ba54d329-04ab-46df-a90a-d4343851de76
Argentina,AR,0.0014736241610738255,,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CH4,73c3661c-59ca-38dd-b217-7760b7da9ac8,9b9b32eb-940e-34d4-894e-6cc1533a128d,d72a5973-46af-4a6b-bb78-bf60600b8277
Argentina,AR,5.3619047619047624e-05,,2023,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},N2O,73c3661c-59ca-38dd-b217-7760b7da9ac8,9b9b32eb-940e-34d4-894e-6cc1533a128d,00c60ec4-2a2b-4368-94b8-bb2794694752
Argentina,AR,0.242232,,2024,I.1.2,energy-consumption-residential-buildings-methodology,kg/kWh,{},CO2,dc1f1507-8c8a-365e-a0b9-a4a05bf8b579,9b9b32eb-940e-34d4-894e-6cc1533a128d,9252d21e-4fb3-4bac-81a8-7af2e3b1e571
