Inventory Reference,GPC Reference Number,Subsector name,Notation Key,Total Emissions,Total Emission Units,Activity type,Activity Value,Activity Units,Emission Factor - CO2,Emission Factor - CH4,Emission Factor - N2O,Emission Factor - Unit,CO2 Emissions,CH4 Emissions,N2O Emissions,Data source ID,Data source name
e47f1e6b-ca6c-32a7-a705-d2ee77424ef9,II.4.1,Aviation>Commercial passenger aircraft,,5533263,t CO2e,Aviation Gasoline(commercial passenger aircraft),,,17007,6777,20100,kg/m3,17007000,189756000,5326500000,,Mock data
96640a23-487f-3e28-86fa-0fd822f855ec,II.4.2,Aviation>Commercial passenger aircraft,,2200820,t CO2e,Electricity(commercial passenger aircraft),,,7767,5666,7677,kg/TJ,7767000,158648000,2034405000,,
d4fc29ec-a073-34fb-abdb-3c27066451f3,III.1.1,Solid waste disposal,IE,,t CO2e,,,,,,,,,,,,
ac10b696-5b44-303a-b6f9-2a1906be76b1,III.2.1,Biological treatment of waste,NE,,t CO2e,,,,,,,,,,,,
e0ba4eda-8fc4-33e6-beaf-6fc7c8f39e8b,III.4.1,Wastewater treatment and discharge,,144817.556,t CO2e,Domestic wastewater,,,,,,,,120506.3127,24311,,
e0ba4eda-8fc4-33e6-beaf-6fc7c8f39e8b,III.4.1,Wastewater treatment and discharge,,91786.748,t CO2e,Industrial wastewater,,,,,,,,91787,,,
N/A,IV.1,Emissions from industrial processes occurring within the city boundary,,28588.499,t CO2e,Chemical,,,,,,,25010.84295,1667.594025,,,
N/A,IV.1,Emissions from industrial processes occurring within the city boundary,,69.867,t CO2e,Mineral,,,,,,,69.86746946,,,,
N/A,IV.2,Emissions from product use occurring within the city boundary,,3508.957,t CO2e,Non energy products from fuels and solvent use,,,,,,,3508.957528,,,,
N/A,V.1,Emissions from livestock within the city boundary,,0.489,t CO2e,Buffalo,,,,,,,,0.489465833,,,
N/A,V.1,Emissions from livestock within the city boundary,,129.168,t CO2e,Cattle,,,,,,,,128.836865,0.33183506,,
N/A,V.1,Emissions from livestock within the city boundary,,0.979,t CO2e,Goats,,,,,,,,0.979157129,,,
N/A,V.1,Emissions from livestock within the city boundary,,2.218,t CO2e,Horses,,,,,,,,2.218412894,,,
N/A,V.1,Emissions from livestock within the city boundary,,0.049,t CO2e,Mules and asses,,,,,,,,0.049514907,,,
N/A,V.1,Emissions from livestock within the city boundary,,0.168,t CO2e,Poultry,,,,,,,,0.108535124,0.059971166,,
N/A,V.1,Emissions from livestock within the city boundary,,3.086,t CO2e,Sheep,,,,,,,,3.086268415,,,
N/A,V.1,Emissions from livestock within the city boundary,,1.008,t CO2e,Swine,,,,,,,,0.521188913,0.487310538,,
N/A,V.2,Emissions from land within the city boundary,,46.968,t CO2e,Grassland,,,,,,,43.70439242,2.237718956,1.026614061,,
N/A,V.3,Emissions from aggregate sources and non-CO2 emission sources on land within the city boundary,,0.000555287,t CO2e,Burning,,,,,,,0.000070554,,0.000484732,,
N/A,V.3,Emissions from aggregate sources and non-CO2 emission sources on land within the city boundary,,10.50447366,t CO2e,Direct N2O from managed soils,,,,,,,,,10.50447366,,
N/A,V.3,Emissions from aggregate sources and non-CO2 emission sources on land within the city boundary,,680.3299891,t CO2e,Indirect N2O from managed soils,,,,,,,,,680.3299891,,
