region,formula_input_value,formula_input_units,datasource,actor_id,gas,parameter_code,parameter_name,year,formula_name,metadata,rnk,methodology_name,gpc_refno,methodology_id,formulainput_id
Democratic People's Republic of Korea,56.0,g/capita/day,FAO stat,KP,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,3c42fd8f-cb4f-496a-a199-6e5b5ced27aa
Denmark,107.0,g/capita/day,FAO stat,DK,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,482686d8-376f-4fae-9e52-c68a930beb5e
Djibouti,63.0,g/capita/day,FAO stat,DJ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,105427ca-03f2-4adc-8d7e-00fd9d7004ad
Dominica,88.0,g/capita/day,FAO stat,DM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,873f571e-3d7d-4b60-8a55-b57a6e8a9b75
Dominican Republic,58.0,g/capita/day,FAO stat,DO,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,87aacb6e-7f5d-4945-a1bd-93115411a2a4
Ecuador,66.0,g/capita/day,FAO stat,EC,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,698c70ad-f387-4cf0-8821-4c22c1d45b94
Egypt,102.0,g/capita/day,FAO stat,EG,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,61f0e6e2-6bf4-4d1a-a0b9-4d37f99493d3
El Salvador,70.0,g/capita/day,FAO stat,SV,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,53cfc5a4-6f31-4dd1-8d2a-67f1900bffd3
Estonia,96.0,g/capita/day,FAO stat,EE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,36dbfbe5-6f35-49c7-a747-8ca7fff3df7f
Ethiopia,61.0,g/capita/day,FAO stat,ET,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d7d8a6a5-4589-489a-b713-88ff9880276b
Fiji,74.0,g/capita/day,FAO stat,FJ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,9c6fb8cd-f617-4610-97f0-aeb8ca0aba7a
Finland,112.0,g/capita/day,FAO stat,FI,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d1e6b3d1-ab70-4ad5-bcb4-61d385ddcc40
France,113.0,g/capita/day,FAO stat,FR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0f07f6d8-3c87-4499-b35b-6a5f3eb811e1
Gabon,82.0,g/capita/day,FAO stat,GA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,4360c906-dcf8-43d3-a0cf-3c96065b64b8
Gambia,67.0,g/capita/day,FAO stat,GM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,438ddbc3-3b16-490a-a83f-fb8062e41747
Georgia,75.0,g/capita/day,FAO stat,GE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,8e667a22-255f-4b23-be2b-0129f7204083
Germany,103.0,g/capita/day,FAO stat,DE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c0477d6a-6f15-47d4-9f68-cef1a5697efc
Ghana,60.0,g/capita/day,FAO stat,GH,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,116b44f1-f31e-4ee2-a1f2-a5394039bc0e
Greece,112.0,g/capita/day,FAO stat,GR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0a5785a8-d5df-4917-95d8-0977a8bf30de
Guatemala,64.0,g/capita/day,FAO stat,GT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,2e1d1bd6-44e3-4592-9245-bd79c232bf0e
Guinea,54.0,g/capita/day,FAO stat,GN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,88b7b900-f79f-454e-a2a2-e2c9d25b7d2d
Guinea-Bissau,43.0,g/capita/day,FAO stat,GW,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,5ab427ac-4f29-4b1d-9de6-fa9483b1b5cb
Guyana,75.0,g/capita/day,FAO stat,GY,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,4d4c631f-fd14-4cb5-a34c-54b6b99b463a
Haiti,48.0,g/capita/day,FAO stat,HT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,6d4a87b1-e2a7-4e12-a10a-d484d11e11b8
Honduras,65.0,g/capita/day,FAO stat,HN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,38355aa4-8752-43be-801c-9cadf127ac22
Hungary,82.0,g/capita/day,FAO stat,HU,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,acee55b9-5127-41c2-bc2b-86df95246cf5
Iceland,132.0,g/capita/day,FAO stat,IS,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,da3f7505-71bf-44cc-9fde-e0e391bea41f
India,59.0,g/capita/day,FAO stat,IN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,feca1a2f-8d06-466f-95ed-431fd0ba54b1
Indonesia,60.0,g/capita/day,FAO stat,ID,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,157b7841-6179-4bef-b84d-2ff7cb4985ee
Iran (Islamic Republic of),86.0,g/capita/day,FAO stat,IR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,10991755-e0f4-4497-b003-7009448c739c
Iraq,61.0,g/capita/day,FAO stat,IQ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,64babaa6-4520-447b-ba2f-3849ac68c4ce
Ireland,108.0,g/capita/day,FAO stat,IE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,241a468e-6e81-4729-a07b-8f377f3c861a
Israel,126.0,g/capita/day,FAO stat,IL,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,6f11259a-0233-4a53-bd3d-eb4d224777df
Italy,111.0,g/capita/day,FAO stat,IT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,bd5718dc-193a-4019-953a-9d0f7cdc3685
Jamaica,77.0,g/capita/day,FAO stat,JM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0eb88f19-0747-4b15-b8f5-d0b6af1aa041
Japan,88.0,g/capita/day,FAO stat,JP,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,72432d3b-8241-45ae-be09-0ec357422246
Jordan,82.0,g/capita/day,FAO stat,JO,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,2fd4d034-f0a0-4916-bda7-9759e3dc8f73
Kazakhstan,97.0,g/capita/day,FAO stat,KZ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,684c3f45-406e-4507-bcf0-2c6ecae1db25
Kenya,61.0,g/capita/day,FAO stat,KE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,88322153-9a1b-4932-9ef3-6c7b18b30369
Kiribati,74.0,g/capita/day,FAO stat,KI,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0945f430-169c-40c7-bfe0-53f8bee3c53c
Kuwait,108.0,g/capita/day,FAO stat,KW,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,59d6f11e-aeb0-4128-a3c2-a0ef86257593
Kyrgyzstan,85.0,g/capita/day,FAO stat,KG,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,59f9c481-5369-4674-90dd-457bb984a607
Lao People's Democratic Republic,63.0,g/capita/day,FAO stat,LA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,19737895-b8b8-4b22-ad19-83a4d0bba08b
Latvia,97.0,g/capita/day,FAO stat,LV,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,ada97fc6-7351-48cd-8f2e-d5e376abdff5
Lebanon,81.0,g/capita/day,FAO stat,LB,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,f05fd0b0-b294-4b2e-8ff8-66ce86a72219
Lesotho,74.0,g/capita/day,FAO stat,LS,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d5fa0497-588d-43bb-bfd8-339bf5db6a35
Liberia,37.0,g/capita/day,FAO stat,LR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,89c06bbc-f725-4dd3-a0a5-9d2073ed798d
Lithuania,124.0,g/capita/day,FAO stat,LT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,1f544328-98e0-49a1-a771-dda81c4325b2
Luxembourg,112.0,g/capita/day,FAO stat,LU,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,3b1979da-b7ef-4cd9-9295-e85e6a9792fc
Madagascar,48.0,g/capita/day,FAO stat,MG,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c225086a-642c-4be1-8950-01eb199fa52f
Malawi,62.0,g/capita/day,FAO stat,MW,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,b4e563c9-62d4-4e4b-82ab-9a528ca2e6d3
Malaysia,79.0,g/capita/day,FAO stat,MY,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,8bbe22eb-e46d-47b7-9197-16a66039036d
Maldives,105.0,g/capita/day,FAO stat,MV,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,82966058-d95f-403a-b8c2-00cf6310c6de
Mali,82.0,g/capita/day,FAO stat,ML,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,681e13a5-c618-4049-ab28-0e0ef8a7aa66
Malta,109.0,g/capita/day,FAO stat,MT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d63ee512-b2a0-4205-8969-a3840d2b480b
Mauritania,80.0,g/capita/day,FAO stat,MR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0ccc9e1e-7a53-47c9-9a71-14215c0b4bb3
Mauritius,90.0,g/capita/day,FAO stat,MU,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,b95921e6-308f-4647-b2a9-4e52975e1047
Mexico,86.0,g/capita/day,FAO stat,MX,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,185a2202-961a-433a-8873-b447500a3d3e
Mongolia,78.0,g/capita/day,FAO stat,MN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,edbc9484-d257-4b33-b3cd-c6311e7b341b
Montenegro,111.0,g/capita/day,FAO stat,ME,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,cacdc3b0-5115-44fa-9edf-5299d3085c00
Morocco,94.0,g/capita/day,FAO stat,MA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,f462fdbd-ff86-453b-b44f-b3c928db8956
Mozambique,45.0,g/capita/day,FAO stat,MZ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,ee56dfa3-a30d-411d-9bab-2041ee862e27
Myanmar,79.0,g/capita/day,FAO stat,MM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0f89a9fd-4c12-4a8c-a10b-6bfa49dcebdc
Namibia,59.0,g/capita/day,FAO stat,NA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,ec4617a2-8973-420b-b6b4-3f5aaa791aca
Nepal,65.0,g/capita/day,FAO stat,NP,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,f01560bd-dcda-4eaa-9735-3bfa111090c9
Netherlands,108.0,g/capita/day,FAO stat,NL,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,44791089-1389-4ec5-a15e-a51af9a94424
New Zealand,94.0,g/capita/day,FAO stat,NZ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,7da1a3c2-db9c-47c0-8995-52eb9ba48701
Nicaragua,65.0,g/capita/day,FAO stat,NI,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,4e4617c7-9106-4b3a-9e39-24602e29ce4c
Niger,81.0,g/capita/day,FAO stat,NE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,3dad096a-6d0d-42ac-b7fc-b5d5d22a84e0
Nigeria,64.0,g/capita/day,FAO stat,NG,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,83cf0743-82f5-47d5-b3f1-ba18c033b31a
Norway,109.0,g/capita/day,FAO stat,NO,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c3f91d58-ce69-4697-9465-452eb70b67c3
Oman,88.0,g/capita/day,FAO stat,OM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,52efdf40-619b-4b8e-815d-b1b97e330338
Pakistan,64.0,g/capita/day,FAO stat,PK,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,94b1cc39-4adf-4fb1-b419-88129a921aef
Panama,75.0,g/capita/day,FAO stat,PA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,e8fa745b-32ab-4cc6-b96b-f928d76352cb
Paraguay,67.0,g/capita/day,FAO stat,PY,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,0a1d32d5-7802-4747-9eb1-52c5b81f7384
Peru,72.0,g/capita/day,FAO stat,PE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d7ec1632-2a9f-49cf-abca-903a2726ceba
Philippines,60.0,g/capita/day,FAO stat,PH,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,a33ff43b-d0ea-4901-8ea4-a2fa711f2d8d
Poland,101.0,g/capita/day,FAO stat,PL,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,08229315-cf2c-4d7f-ab2a-393c2efe7586
Portugal,114.0,g/capita/day,FAO stat,PT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,b3ab194b-aa5f-4315-8023-f515dcd111ee
Republic of Korea,93.0,g/capita/day,FAO stat,KR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,a8843712-5add-4c17-a041-db402b7cc552
Republic of Moldova,72.0,g/capita/day,FAO stat,MD,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,e9e475f4-3bce-4d0f-998c-eacf2af7f076
Romania,106.0,g/capita/day,FAO stat,RO,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,f810e511-3da9-42b9-ad5a-7f013e97ee4c
Russian Federation,101.0,g/capita/day,FAO stat,RU,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,8cdccd5f-5e19-471f-bc8e-e591fc35df0b
Rwanda,53.0,g/capita/day,FAO stat,RW,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,1cea1079-2c36-48ad-bd01-4c9709e0ce44
Saint Kitts and Nevis,75.0,g/capita/day,FAO stat,KN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,4e64f304-e8c3-48b4-8cc0-a32dbb41804a
Saint Vincent and the Grenadines,89.0,g/capita/day,FAO stat,VC,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,19f31a9a-7208-4c74-9dcb-4a3f550dd99b
Samoa,80.0,g/capita/day,FAO stat,WS,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,e24b76e4-8f65-4241-a15b-e2e9101c6316
Sao Tome and Principe,61.0,g/capita/day,FAO stat,ST,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,4a029fdb-6940-4acb-9abf-316e9d69bb12
Saudi Arabia,84.0,g/capita/day,FAO stat,SA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,d9131b05-9b7d-4ad3-996c-4e3fb78c62b4
Senegal,60.0,g/capita/day,FAO stat,SN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,58dc3758-c51f-4cb8-95b8-023da9cd3bb8
Serbia,81.0,g/capita/day,FAO stat,RS,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,921b0128-e128-4692-a8fd-102a10507f9e
Sierra Leone,55.0,g/capita/day,FAO stat,SL,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,8a8e061f-2a4d-4506-9b33-aaeecd1fc5e4
Slovakia,74.0,g/capita/day,FAO stat,SK,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,5af5c005-795e-40d7-8c5d-8270736316a4
Slovenia,100.0,g/capita/day,FAO stat,SI,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,6e520c33-9082-49d6-b9c4-6a487557feb0
Solomon Islands,56.0,g/capita/day,FAO stat,SB,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c17955f1-8d3b-42b5-b9ee-d638eeaa9ab0
South Africa,82.0,g/capita/day,FAO stat,ZA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,a59ff706-a005-4f1d-990b-02ac9d806cf0
Spain,105.0,g/capita/day,FAO stat,ES,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,789e924d-5fb8-46b3-bc1e-976e2c8b5d95
Sri Lanka,57.0,g/capita/day,FAO stat,LK,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c241be84-1c43-4b53-aa52-b7919832fd77
Sudan (former),75.0,g/capita/day,FAO stat,SD,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,e7e4603e-bf69-444b-a284-6f298c4c24f0
Suriname,62.0,g/capita/day,FAO stat,SR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,adcc5f1a-1bbf-4611-96d6-52b80eb5419f
Swaziland,56.0,g/capita/day,FAO stat,SZ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,f6621185-e0d9-4e8c-bfa0-208825b40394
