actor_id,year,population
CH ZDD,2018,14631
BE GNE,2005,230951
BE GNE,2016,257029
BE GNE,2018,260341
BE GNE,2019,262219
BE GNE,2020,263614
BE GNE,2022,265086
BE ANH,2018,7117
US ATF,2020,2859
US ATF,2000,2878
US ATF,2010,3016
DE HBU,2022,27957
AU BQA,2016,103815
AU BQA,2021,116201
AR BHI,2010,299101
BE AMY,2015,13863
BE AMY,2018,14305
GB HAF,2016,63024
BE ANL,2019,118920
BE ANL,2016,117412
BE ANL,2018,118382
BE ANL,2020,120887
BE AKN,2019,11499
BE AKN,2018,11565
BE AKN,2020,11626
BE AKN,2022,11757
DE SMS,2013,2300
DE SMS,1983,2180
DE SMS,1981,2210
DE SMS,1979,2220
DE SMS,1975,2350
DE SMS,1973,2360
DE SMS,1970,2380
DE SMS,1974,2380
DE SMS,2014,2390
DE SMS,2019,2420
DE SMS,1965,2430
DE SMS,1994,2520
DE SMS,1986,2138
DE SMS,1985,2162
DE SMS,1980,2181
DE SMS,1984,2191
DE SMS,1982,2201
DE SMS,1978,2214
DE SMS,1977,2228
DE SMS,1987,2254
DE SMS,1988,2304
DE SMS,2012,2321
DE SMS,1961,2356
DE SMS,2011,2326
DE SMS,1976,2341
DE SMS,1969,2362
DE SMS,1963,2364
DE SMS,1971,2374
DE SMS,1972,2377
DE SMS,1962,2378
DE SMS,2010,2382
DE SMS,1964,2383
DE SMS,1968,2398
DE SMS,1967,2402
DE SMS,2009,2412
DE SMS,2021,2415
DE SMS,2022,2417
DE SMS,2008,2441
DE SMS,2017,2442
DE SMS,1966,2455
DE SMS,2007,2476
DE SMS,2006,2486
DE SMS,1991,2503
DE SMS,2004,2508
DE SMS,1989,2517
DE SMS,2003,2538
DE SMS,1993,2542
DE SMS,1999,2548
DE SMS,2001,2548
DE SMS,2005,2548
DE SMS,1998,2549
DE SMS,2002,2552
DE SMS,1992,2556
DE SMS,1997,2557
DE SMS,1995,2563
DE SMS,2000,2564
DE SMS,1996,2593
DE SMS,1990,2647
BE AES,2016,32402
BE AES,2018,32958
BE AFF,2018,13225
BE APE,2018,10788
BE ADU,2018,12254
HR ORO,2011,3368
HR ORO,2021,5834
CH KOZ,2018,41784
CH KOZ,1764,2115
CH KOZ,1981,34040
CH KOZ,1983,35270
CH KOZ,2005,37250
CH KOZ,1900,6886
CH KOZ,1982,34703
CH KOZ,1984,35504
CH KOZ,1988,35516
CH KOZ,1989,35589
CH KOZ,1985,35636
CH KOZ,1986,35664
CH KOZ,1987,35724
CH KOZ,1997,36015
CH KOZ,1990,36101
CH KOZ,1998,36216
CH KOZ,1996,36258
CH KOZ,1995,36335
CH KOZ,1993,36508
CH KOZ,1994,36526
CH KOZ,1992,36741
CH KOZ,1991,36762
CH KOZ,2002,36961
CH KOZ,2004,37067
CH KOZ,2003,37134
CH KOZ,2000,37782
CH KOZ,2006,37226
CH KOZ,1999,37299
CH KOZ,2001,37363
CH KOZ,2007,37448
CH KOZ,2008,37974
CH KOZ,2009,38261
CH KOZ,2010,38701
CH KOZ,2011,38936
CH KOZ,2012,39375
CH KOZ,2013,39794
CH KOZ,2014,39998
CH KOZ,2015,40214
CH KOZ,2016,40938
CH KOZ,2017,41507
AU LTT,2021,3
AU LTT,2016,6
AU MD9,2021,1413
AU MD9,2016,1352
AU QU4,2021,5980
AU QU4,2016,5844
AU MAD,2016,11371
AU MAD,2021,12419
AU GU9,2016,4992
AU GU9,2021,5407
AU RDG,2016,416
AU RDG,2021,453
AU AGA,2016,6
AU AGA,2011,13
AU AGA,2021,25
AU MVR,2016,2574
AU MVR,2021,2713
AU MVN,2021,9929
AU MVN,2016,10066
AU MDP,2016,55
AU MDP,2021,128
AU LRM,2016,760
AU LRM,2021,822
AU MAO,2016,7706
AU MAO,2021,7834
AU MBY,2011,10165
AU MBY,2016,12216
AU MBY,2021,12573
AU MRN,2016,1416
AU MRN,2021,2005
AU MOZ,2021,616
AU MOZ,2016,617
AU MR4,2021,363
AU MR4,2016,368
AU MAA,2021,1323
AU MAA,2016,1549
AU MAK,2016,1008
AU MAK,2021,14610
AU MFD,2021,12492
AU MFD,2016,13297
AU MLN,2021,1428
AU MLN,2016,1178
AU MRY,2016,7694
AU MRY,2021,7714
AU MAV,2016,303
AU MAV,2021,392
AU MAH,2016,987
AU MAH,2021,1038
AU MAW,2016,13297
AU MAW,2021,13794
AU LRI,2016,1322
AU LRI,2021,1353
AU LHT,2021,3300
AU LHT,2016,3044
AU MAY,2016,1454
AU MAY,2021,1525
AU MCL,2021,4061
AU MCL,2016,3842
AU MWO,2021,3069
AU MWO,2016,3113
AU QQD,2016,6303
AU QQD,2021,6764
AU YUK,2016,7321
AU YUK,2021,8716
AU MEP,2016,1574
AU MEP,2021,2059
AU MT9,2021,7953
AU MT9,2016,8069
AU LJY,2016,6390
AU LJY,2021,6736
AU JGN,2021,173
AU JGN,2016,212
AU JGO,2016,2060
AU JGO,2021,2116
AU DFE,2016,240
AU DFE,2021,263
AU LSD,2021,23
AU LSD,2016,29
AU HH5,2016,10964
AU HH5,2021,11788
AU LRD,2016,589
AU LRD,2021,711
AU LPY,2016,3891
AU LPY,2021,3962
AU LUC,2016,406
AU LUC,2021,435
AU LUM,2021,1927
AU LUM,2016,1828
AU LY6,2016,183
AU LY6,2021,216
AU ANA,2016,2353
AU ANA,2021,2616
AU WES,2021,2272
AU WES,2016,2006
CH USR,1860,5610
CH USR,1930,9660
CH USR,1634,972
CH USR,1950,12350
CH USR,1694,1699
CH USR,1722,2191
CH USR,1799,3128
CH USR,1850,5081
CH USR,1870,5808
CH USR,1880,6391
CH USR,1888,6798
CH USR,1900,7623
CH USR,1910,8599
CH USR,1920,8999
CH USR,1941,10547
CH USR,1960,17252
CH USR,1970,21819
CH USR,1980,23702
CH USR,1990,25182
CH USR,2000,28571
CH USR,2010,32265
CH USR,2012,32748
CH USR,2017,34516
CH USR,2018,34715
CH USR,2021,35508
CH USR,2022,36791
CH MON,2012,16880
CH MON,1850,1841
CH MON,2017,17563
CH MON,2018,17777
CH SPB,2015,11270
CH SPB,2017,11788
CH SPB,2018,11875
CH ILZ,2011,2327
CH RGF,2018,18450
CH RGF,2014,16975
CH RGF,2017,18317
CH ZJA,2018,10216
CH ZJA,2017,10389
CH ZJA,2016,10433
CH VIS,2016,7726
CH VIS,2017,7891
CH VIS,2018,7948
CH UZW,2017,12849
CH UZW,2018,12885
CH WIL,2012,18301
CH WIL,2017,23768
CH WIL,2018,23955
CH OFN,2017,19978
CH OFN,2012,16116
CH OFN,2018,20356
CH GEL,2012,28909
CH GEL,2017,31942
CH GEL,2018,32841
CH TSD,2018,584
CH TSD,2017,591
AU TNG,2021,523
AU TNG,2016,456
AU THM,2011,0
AU THM,2016,3
AU THM,2021,3
AU ULY,2021,291
AU ULY,2016,296
AU UDR,2016,5434
AU UDR,2021,5476
AU UGI,2021,396
AU UGI,2016,557
AU WTR,2016,5941
AU WTR,2021,7837
AU UMG,2021,10800
AU UMG,2016,9241
AU UNA,2011,300
AU UNA,2001,340
AU UNA,2021,329
AU UNA,2006,336
AU UNA,2016,384
AU 3CO,2016,6652
AU 3CO,2021,6818
AU 3CO,2011,6964
AU URN,2016,9764
AU URN,2021,10988
AU WSA,2021,2445
AU WSA,2016,2308
AU URR,2021,1070
AU URR,2016,966
AU UDW,2016,363
AU UDW,2021,391
AU VAS,2016,2479
AU VAS,2021,2853
AU VMT,2016,10442
AU VMT,2021,10993
AU VTP,2016,15020
AU VTP,2021,15140
AU VIE,2021,7030
AU VIE,2016,6923
AU WYR,2021,1143
AU WYR,2016,1166
AU VRG,2021,2759
AU VRG,2016,1803
AU VGN,2016,2209
AU VGN,2021,2395
AU WKE,2021,2681
AU WKE,2016,2684
AU WNA,2016,17371
AU WNA,2021,17853
AU WKY,2016,8445
AU WKY,2021,8718
AU R2R,2021,1711
AU R2R,2016,1627
AU TBY,2016,18568
AU TBY,2021,19005
AU TQY,2016,6316
AU TQY,2021,6533
AU LKU,2021,4110
AU LKU,2016,4043
AU TOT,2021,451
AU TOT,2016,453
AU WOL,2011,245942
AU WOL,2016,261896
AU WOL,2014,289236
AU WGA,2016,7104
AU WGA,2021,7198
AU TMO,2021,69
AU TMO,2016,77
AU OUK,2016,85
AU OUK,2021,88
AU RRO,2021,523
AU RRO,2016,548
AU TRU,2016,20687
AU TRU,2021,36305
AU TUV,2011,341
AU TUV,2016,354
AU TUV,2021,357
AU TUG,2021,925
AU TUG,2016,927
AU TGE,2016,233
AU TGE,2021,263
AU TBG,2021,454
AU TBG,2016,405
AU TUR,2021,12850
AU TUR,2016,11919
CH BZZ,2015,4149
CH BZZ,2017,4242
CH BZZ,2018,4344
CH BFL,2017,10410
CH BFL,2018,10299
CH ASW,2018,21150
CH ASW,2012,19898
CH ASW,2017,20913
CH BAR,2017,24322
CH BAR,2018,24464
CH DRF,2012,25341
CH DRF,2017,28141
CH DRF,2018,28667
CH FLW,2018,10520
CH FLW,2017,10551
CH FRN,2016,25200
CH FRN,1983,18860
CH FRN,1988,19220
CH FRN,2000,21620
CH FRN,2007,22450
CH FRN,1981,18578
CH FRN,1982,18791
CH FRN,1986,18944
CH FRN,1985,18946
CH FRN,1984,18953
CH FRN,1987,19031
CH FRN,1989,19402
CH FRN,1990,19617
CH FRN,1991,20086
CH FRN,1993,20238
CH FRN,1992,20262
CH FRN,1997,20266
CH FRN,1996,20322
CH FRN,1995,20359
CH FRN,1994,20379
CH FRN,1998,21059
CH FRN,1999,21393
CH FRN,2001,21735
CH FRN,2002,21988
CH FRN,2003,21988
CH FRN,2004,22058
CH FRN,2005,22058
CH FRN,2006,22253
CH FRN,2008,22665
CH FRN,2009,22931
CH FRN,2010,23197
CH FRN,2011,23691
CH FRN,2012,24119
CH FRN,2013,24399
CH FRN,2014,24578
CH FRN,2015,24864
CH FRN,2017,25442
CH FRN,2018,25611
CH GRN,1796,754
CH GRN,2017,17140
CH GRN,2012,16173
CH GRN,2018,17371
CH CHI,2018,7975
CH CHI,2017,8182
CH BUL,2012,20177
CH BUL,2017,22709
CH BUL,2018,23438
BG HKV,2000,97800
BG HKV,2023,91060
BG HKV,2019,94068
BG HKV,2013,95603
BG HKV,2011,95829
BG HKV,2014,95370
BG HKV,2008,96160
BG HKV,2022,92085
BG HKV,2021,93159
BG HKV,2020,93821
BG HKV,2016,94995
BG HKV,2012,95733
BG HKV,2010,96089
BG HKV,2009,96222
BG HKV,2007,96222
BG HKV,2006,96313
BG HKV,2005,96256
BG HKV,2004,96078
BG HKV,2003,96055
BG HKV,2002,96108
BG HKV,2001,96111
BG HKV,1999,99155
BG HKV,1998,99224
BG HKV,2015,95287
BG HKV,2018,94357
BG HKV,2017,94807
BG PZA,2022,83125
BG PZA,2021,83963
BG PZA,2019,84840
BG PZA,2020,84109
BG PZA,2015,85887
BG PZA,2016,85641
BG PZA,2018,85102
BG PZA,2014,86056
BG PZA,2013,86179
BG PZA,2012,86116
BG PZA,2011,86235
BG PZA,2010,86489
BG PZA,2009,86656
BG PZA,2006,86982
BG PZA,2005,87357
BG PZA,2004,87725
BG PZA,2003,88349
BG PZA,2002,89317
BG PZA,2000,95575
BG PZA,2017,85419
BG PZA,1999,100401
BG PZA,1998,100136
BG PZA,2001,90532
BG PZA,2023,82423
BG PZA,2007,86820
BG PZA,2008,86744
CH RMH,2017,10969
CH RMH,2018,11167
CH HSR,2017,10154
CH HSR,2018,10424
CH PLO,2018,10656
CH PLO,2017,10697
CH RKG,2017,968
CH RKG,2018,971
CH STN,2017,3192
CH STN,2018,3198
CH LBT,2017,1289
CH LBT,2018,1325
CH RFZ,2017,4483
CH RFZ,2018,4576
CH KPP,1984,1800
CH KPP,1988,1840
CH KPP,1995,1840
CH KPP,1998,1910
CH KPP,2013,2080
CH KPP,1991,1669
CH KPP,1992,1701
CH KPP,1993,1742
CH KPP,1981,1767
CH KPP,1986,1773
CH KPP,1985,1776
CH KPP,1982,1791
CH KPP,1983,1791
CH KPP,1987,1801
CH KPP,1994,1804
CH KPP,1989,1851
CH KPP,1997,1862
CH KPP,1990,1864
CH KPP,1996,1873
CH KPP,2000,1905
CH KPP,1999,1908
CH KPP,2001,1963
CH KPP,2005,1991
CH KPP,2002,1992
CH KPP,2004,2007
CH KPP,2003,2008
CH KPP,2006,2017
CH KPP,2012,2037
CH KPP,2007,2042
CH KPP,2011,2052
CH KPP,2009,2053
CH KPP,2010,2064
CH KPP,2008,2069
CH KPP,2017,2092
CH KPP,2018,2095
CH KPP,2016,2103
CH KPP,2014,2117
CH KPP,2015,2126
CH MUT,2012,17339
CH MUT,2017,17805
CH MUT,2018,17809
CH STI,2017,9875
CH STI,2018,10025
CH UTS,2006,5400
CH UTS,1986,4670
CH UTS,1991,4720
CH UTS,1999,4950
CH UTS,2003,5240
CH UTS,2015,5690
CH UTS,2018,5751
CH UTS,1985,4547
CH UTS,1981,4564
CH UTS,1983,4586
CH UTS,1982,4597
CH UTS,1984,4611
CH UTS,1990,4668
CH UTS,1988,4676
CH UTS,1992,4714
CH UTS,1987,4737
CH UTS,1993,4776
CH UTS,1994,4825
CH UTS,1995,4852
CH UTS,1996,4864
CH UTS,1997,4922
CH UTS,1998,4943
CH UTS,2000,5013
CH UTS,2001,5154
CH UTS,2002,5205
CH UTS,2004,5401
CH UTS,2007,5425
CH UTS,2005,5453
CH UTS,2008,5453
CH UTS,2011,5505
CH UTS,2009,5522
CH UTS,2012,5562
CH UTS,2010,5568
CH UTS,2013,5646
CH UTS,2014,5691
CH UTS,2017,5712
CH UTS,2016,5757
CH WSK,2017,574
CH WSK,2018,560
CZ PNJ,2020,4049
CZ PNJ,2019,4086
CZ PNJ,1950,4169
CZ PNJ,1921,4746
CZ PNJ,1869,4818
CZ PNJ,1900,5024
CZ PNJ,1970,4160
CZ PNJ,1991,4480
CZ PNJ,2021,4016
CZ PNJ,2022,3961
CZ PNJ,2023,4084
CZ PNJ,2018,4115
CZ PNJ,2017,4123
CZ PNJ,2016,4172
CZ PNJ,2014,4234
CZ PNJ,1961,4312
CZ PNJ,2001,4396
CZ PNJ,1980,4676
CZ PNJ,1880,4702
CZ PNJ,1930,4738
CZ PNJ,1890,4822
CZ PNJ,1910,5557
CZ JIL,1970,4380
CZ JIL,2018,5410
CZ JIL,2017,5470
CZ JIL,1961,3885
CZ JIL,1950,3991
CZ JIL,1890,4118
CZ JIL,1880,4225
CZ JIL,1900,4353
CZ JIL,1921,4452
CZ JIL,1869,4481
CZ JIL,1930,4538
CZ JIL,1910,4669
CZ JIL,2021,5417
CZ JIL,1980,5297
CZ JIL,2022,5352
CZ JIL,2019,5391
CZ JIL,2020,5401
CZ JIL,2023,5439
CZ JIL,2016,5515
CZ JIL,2014,5596
CZ JIL,2001,5753
CZ JIL,1991,5829
CO TUN,1962,68905
CO TUN,1973,84013
CO TUN,1985,93245
CO TUN,1993,101622
CO TUN,2005,152419
CO TUN,2019,202939
CO TUN,2021,180572
CZ LTV,1921,8240
CZ LTV,2019,9810
CZ LTV,2001,10030
CZ LTV,1869,6254
CZ LTV,1880,7403
CZ LTV,1950,7438
CZ LTV,1890,7743
CZ LTV,1930,8041
CZ LTV,1900,8127
CZ LTV,1910,8189
CZ LTV,1961,8489
CZ LTV,1970,9019
CZ LTV,2021,9651
CZ LTV,2022,9567
CZ LTV,2023,9712
CZ LTV,2020,9738
CZ LTV,2018,9866
CZ LTV,2016,9879
CZ LTV,2014,9898
CZ LTV,2017,9901
CZ LTV,1980,10123
CZ LTV,1991,10184
CO BGA,2023,614860
CO VUP,2021,544134
CU QMA,2012,145246
CU CAI,2008,38479
CZ KLN,2012,31020
CZ KLN,2019,31690
CZ KLN,2021,32490
CZ KLN,1869,10239
CZ KLN,1880,12538
CZ KLN,1890,14481
CZ KLN,1900,16339
CZ KLN,1921,18029
CZ KLN,1910,18138
CZ KLN,1930,20568
CZ KLN,1950,22528
CZ KLN,1961,25301
CZ KLN,1970,28538
CZ KLN,2001,30258
CZ KLN,1980,32501
CZ KLN,2016,30995
CZ KLN,2014,31026
CZ KLN,2017,31123
CZ KLN,2018,31355
CZ KLN,1991,31595
CZ KLN,2020,31973
CZ KLN,2022,32046
CZ KLN,2023,33289
CO PSO,2023,410835
CO AXM,2005,272574
CO AXM,2018,301226
CV ASS,2010,12026
CV MIN,2010,70468
AU HOC,2016,1050
AU HOC,2021,1095
AU CTL,2021,2992
AU CTL,2016,3335
AU CRT,2021,16055
AU CRT,2016,18535
AU CNJ,2021,3167
AU CNJ,2016,2719
AU CBN,2016,12566
AU CBN,2021,16577
AU CMQ,2021,2952
AU CMQ,2016,3031
AU CPC,2016,1786
AU CPC,2021,2071
AU CPB,2011,4928
AU CPB,2016,4997
AU CPB,2021,6564
AU CSM,2016,6757
AU CSM,2021,10577
AU CSM,2011,9124
AU CCL,2021,7068
AU CCL,2016,6612
AU CSI,2021,10930
AU CSI,2016,10914
AU BR2,2021,1112
AU BR2,2016,1103
AU CPL,2021,2606
AU CPL,2016,2509
AU JWI,2021,2437
AU JWI,2016,2258
AU CDL,2016,15740
AU CDL,2021,16535
AU CXT,2021,8040
AU CVC,2021,953
AU CVC,2016,941
AU CVQ,2016,208
AU CVQ,2021,4162
AU CHF,2021,3490
AU CHF,2016,3233
AU CGV,2021,4
AU CGV,2016,8
AU CMB,2016,1161
AU CMB,2021,1454
AU CDU,2016,3230
AU CDU,2021,3378
AU CBI,2021,64
AU CBI,2016,66
AU DPP,2021,7803
AU DPP,2016,8617
AU CMP,2011,7866
AU CMP,2021,9381
AU CMP,2016,10341
AU SRS,2016,24205
AU SRS,2021,24488
AU CAD,2016,20711
AU CAD,2021,21976
AU UQF,2021,389
AU UQF,2016,413
AU CAB,2016,26433
AU CAB,2021,29534
AU CNS,2014,146778
AU CNS,2021,153181
AU CNS,2008,158653
AU CAM,2021,21965
AU CAM,2016,22081
AU CAM,2008,52285
AU CPW,2021,3354
AU CPW,2016,3369
AU BBW,2016,16030
AU BBW,2021,18224
AU CML,2021,236
AU CML,2016,208
AU CED,2016,1850
AU CED,2021,2290
AU CRA,2016,12060
AU CRA,2021,13138
AU LLG,2021,214
AU LLG,2016,251
AU CHN,2016,9001
AU CHN,2021,9412
AU BUS,2016,25329
AU BUS,2021,27233
AU NS3,2021,3923
AU NS3,2016,3779
AU BEO,2016,7114
AU BEO,2021,7289
AU LLD,2021,316
AU LLD,2016,338
AU BBC,2021,11513
AU BBC,2016,11656
AU BKH,2016,37050
AU BKH,2021,37415
AU BXT,2016,2162
AU BXT,2021,2166
AU BYV,2016,3620
AU BYV,2021,3807
AU BCH,2021,745
AU BCH,2016,652
AU BPR,2021,2997
AU BPR,2016,2861
AU BOH,2016,7457
AU BOH,2021,7814
AU BKO,2021,123
AU BKO,2016,125
AU BDF,2016,1836
AU BDF,2021,1882
AU BBL,2021,358
AU BBL,2016,409
AU BLG,2016,8252
AU BLG,2021,8425
AU BLC,2016,6657
AU BLC,2021,8502
AU LFD,2016,171
AU LFD,2021,176
AU BLV,2016,7837
AU BLV,2021,8384
AU BEX,2021,1514
AU BEX,2016,1521
AU BQ9,2016,4374
AU BQ9,2021,4498
AU BE9,2016,8780
AU BE9,2021,8726
AU BHQ,2021,17706
AU BHQ,2016,17814
AU BEM,2016,12718
AU BEM,2021,13781
AU BMK,2021,589
AU BMK,2016,577
AU BMU,2021,143
AU BMU,2016,155
AU BGN,2021,0
AU BGN,2016,9
AU OWA,2011,7979
AU OWA,2016,8741
AU OWA,2021,9889
AU WRG,2021,104
AU WRG,2016,106
AU BFD,2016,3181
AU BFD,2021,3267
AU BRM,2016,789
AU BRM,2021,1199
AU BIB,2016,1345
AU BIB,2021,2615
AU TTM,2016,2692
AU TTM,2021,2905
AU ZAA,2016,4721
AU ZAA,2021,4762
AU XBY,2021,19646
AU XBY,2016,19733
AU BGY,2016,138
AU BGY,2021,192
AU BVI,2021,110
AU BVI,2016,140
AU VRR,2021,1376
AU VRR,2016,1298
AU BKQ,2021,1365
AU BKQ,2016,1416
AU BLT,2021,4702
AU BLT,2016,4749
AU BJT,2016,9445
AU BJT,2021,10361
AU BHS,2016,6932
AU BHS,2021,7001
AU BDY,2016,6661
AU BDY,2021,6738
AU BPO,2021,1742
AU BPO,2016,1568
AU BLO,2006,5371
AU BLO,2021,5692
AU BLO,2016,5758
AU BOX,2021,755
AU BOX,2016,871
BF YKP,1985,14155
BF YKP,1996,18472
BF YKP,2006,22685
BF YKP,2019,38689
AU YSS,2021,6763
AU YSS,2016,6506
AU WYO,2021,4530
AU WYO,2011,3632
AU WYO,2016,4326
AU WDV,2021,2180
AU WDV,2016,1999
AU YOR,2021,2399
AU YOR,2016,2535
BA GRU,2013,4404
BG BAT,2021,3032
BG BAT,2011,3581
BG BAT,2004,4013
BG BAT,2022,2931
BG BAT,2020,3099
BG BAT,2019,3115
BG BAT,2016,3313
BG BAT,2015,3363
BG BAT,2017,3243
BG BAT,2012,3511
BG BAT,2014,3409
BG BAT,2008,3799
BG BAT,2007,3845
BG BAT,2009,3742
BG BAT,2006,3921
BG BAT,2005,3993
BG BAT,1999,4383
BG BAT,1998,4445
BG BAT,2003,4103
BG BAT,2000,4301
BG BAT,2001,4247
BG BAT,2002,4203
BG BAT,2023,2868
BG BAT,2018,3182
BG BAT,2013,3468
BG BAT,2010,3691
AU WNY,2021,6296
AU WNY,2016,6001
AU WUD,2021,594
AU WUD,2016,659
AU ORR,2021,997
AU ORR,2016,969
BF DGU,1985,21049
BF DGU,1996,33815
BF DGU,2006,38862
BF DGU,2019,63617
CZ RNH,1880,1310
CZ RNH,1890,1350
CZ RNH,1910,1450
CZ RNH,1869,1221
CZ RNH,1991,1327
CZ RNH,1900,1359
CZ RNH,1950,1399
CZ RNH,1980,1402
CZ RNH,2001,1402
CZ RNH,1970,1428
CZ RNH,1921,1434
CZ RNH,1961,1457
CZ RNH,2014,1502
CZ RNH,1930,1521
CZ RNH,2016,1555
CZ RNH,2017,1607
CZ RNH,2021,1693
CZ RNH,2018,1658
CZ RNH,2022,1681
CZ RNH,2019,1689
CZ RNH,2023,1697
CZ RNH,2020,1706
CZ HUA,1950,6960
CZ HUA,1921,11920
CZ HUA,1991,7112
CZ HUA,2001,7277
CZ HUA,1961,7492
CZ HUA,1869,7497
CZ HUA,1970,7581
CZ HUA,2021,7744
CZ HUA,2016,7626
CZ HUA,2017,7645
CZ HUA,2014,7651
CZ HUA,2018,7656
CZ HUA,2022,7704
CZ HUA,2019,7722
CZ HUA,2020,7735
CZ HUA,1980,7836
CZ HUA,2023,7882
CZ HUA,1880,9502
CZ HUA,1890,11094
CZ HUA,1930,12421
CZ HUA,1900,12689
CZ HUA,1910,13681
CU VRA,2010,21170
CZ HCV,2017,1840
CZ HCV,2021,1836
CZ HCV,2022,1786
CZ HCV,2019,1822
CZ HCV,2016,1827
CZ HCV,2014,1829
CZ HCV,2020,1837
CZ HCV,2018,1841
CZ HCV,2001,1845
CZ HCV,1991,1877
CZ HCV,2023,1926
CZ HCV,1980,1961
CZ HCV,1970,2102
CZ HCV,1950,2246
CZ HCV,1961,2253
CZ HCV,1930,2652
CZ HCV,1910,2694
CZ HCV,1921,2704
CZ HCV,1869,2716
CZ HCV,1880,2745
CZ HCV,1900,2789
CZ HCV,1890,2798
CZ FLK,2017,5740
CZ FLK,1890,7430
CZ FLK,2021,5561
CZ FLK,2020,5592
CZ FLK,2019,5656
CZ FLK,2018,5702
CZ FLK,2016,5757
CZ FLK,1961,5823
CZ FLK,2014,5825
CZ FLK,1970,5945
CZ FLK,2001,6053
CZ FLK,1980,6455
CZ FLK,1921,6818
CZ FLK,1930,7458
CZ FLK,1900,7538
CZ FLK,1869,7628
CZ FLK,1910,7713
CZ FLK,1880,7814
CZ FLK,1950,4682
CZ FLK,2022,5484
CZ FLK,2023,5545
CZ FLK,1991,6225
CZ KOU,2014,1284
CZ KOU,1869,1339
CZ KOU,2016,1346
CZ KOU,2017,1367
CZ KOU,2018,1409
CZ KOU,1880,1443
CZ KOU,2020,1474
CZ KOU,2022,1598
CZ KOU,2023,1661
CZ KOU,2019,1450
CZ KOU,1991,954
CZ KOU,2001,955
CZ KOU,1980,995
CZ KOU,1970,1024
CZ KOU,1950,1051
CZ KOU,1961,1059
CZ KOU,1921,1208
CZ KOU,1910,1306
CZ KOU,1900,1308
CZ KOU,1930,1331
CZ KOU,1890,1457
CZ KOU,2021,1587
CU NVT,2002,38995
DE HTS,2022,4495
DE HTS,2021,4474
DE HTS,2019,4563
DE HTS,2017,4606
CH WHL,2018,16477
CH WHL,2012,14879
CH WHL,2017,16078
CH WHL,2021,16892
CZ JSN,2001,12700
CZ JSN,1869,7149
CZ JSN,1880,7799
CZ JSN,1930,10584
CZ JSN,1890,8435
CZ JSN,1950,8583
CZ JSN,1900,8718
CZ JSN,1961,8914
CZ JSN,1921,8956
CZ JSN,1910,9242
CZ JSN,1970,9957
CZ JSN,2021,10977
CZ JSN,2022,10658
CZ JSN,2023,10665
CZ JSN,2020,11081
CZ JSN,2019,11192
CZ JSN,2018,11271
CZ JSN,2017,11396
CZ JSN,2016,11471
CZ JSN,2014,11579
CZ JSN,1980,14314
CZ JSN,1991,13039
CU MOR,2012,59371
CZ RAK,1869,4274
CZ RAK,1880,5245
CZ RAK,1890,5629
CZ RAK,1900,6622
CZ RAK,1910,8394
CZ RAK,1921,8805
CZ RAK,1930,11078
CZ RAK,1950,11619
CZ RAK,1961,11956
CZ RAK,1970,13103
CZ RAK,2022,15142
CZ RAK,2021,15652
CZ RAK,2023,15574
CZ RAK,2020,15709
CZ RAK,2019,15846
CZ RAK,2018,15893
CZ RAK,2017,15975
CZ RAK,2016,16081
CZ RAK,1980,16233
CZ RAK,2014,16289
CZ RAK,2011,16585
CZ RAK,2001,16695
CZ RAK,1991,17425
CZ LVV,1921,23460
CZ LVV,1961,24990
CZ LVV,2014,25140
CZ LVV,1869,6342
CZ LVV,1880,7414
CZ LVV,1890,10707
CZ LVV,1900,20473
CZ LVV,1950,25527
CZ LVV,2021,23489
CZ LVV,2022,22482
CZ LVV,1980,29551
CZ LVV,2023,22695
CZ LVV,1970,26842
CZ LVV,2020,23661
CZ LVV,2019,23884
CZ LVV,1910,24065
CZ LVV,2011,24095
CZ LVV,1930,24136
CZ LVV,2018,24143
CZ LVV,2017,24308
CZ LVV,2016,24485
CZ LVV,2001,27397
CZ LVV,1991,29096
CZ HSO,1950,2095
CZ HSO,1921,4453
CZ HSO,1880,5358
CZ HSO,2021,5751
CZ HSO,2023,5388
CZ HSO,1991,6101
CZ HSO,1980,6106
CZ HSO,2016,5520
CZ HSO,1930,4294
CZ HSO,1910,4927
CZ HSO,2022,5208
CZ HSO,1900,5351
CZ HSO,1890,5363
CZ HSO,1869,5374
CZ HSO,2020,5403
CZ HSO,2019,5414
CZ HSO,2018,5475
CZ HSO,1970,5478
CZ HSO,2017,5502
CZ HSO,2014,5608
CZ HSO,1961,5669
CZ HSO,2001,5972
AU CLM,2016,8148
AU CLM,2021,9248
AU ATL,2016,12814
AU ATL,2021,14007
AU CHS,2021,1682
AU CHS,2016,1584
AU CHU,2016,0
AU CHU,2021,14
AU CFT,2021,1490
AU CFT,2016,1456
AU BJU,2021,225
AU BJU,2016,276
AU BGB,2021,878
AU BGB,2016,852
AU BZU,2016,3584
AU BZU,2021,3719
AU BWO,2016,2340
AU BWO,2021,2779
AU BPG,2016,14022
AU BPG,2021,16488
AU BUO,2016,6346
AU BUO,2021,6519
AU BWE,2016,10273
AU BWE,2021,10675
AU BUW,2016,15019
AU BUW,2021,15147
AU BYY,2016,50
AU BYY,2021,49
AU BYF,2016,14908
AU BYF,2021,18878
AU CUD,2016,3917
AU CUD,2021,3932
AU CIA,2016,0
AU CIA,2021,0
AU CFL,2021,4977
